id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
993;Nantes;1966;9;17.2;23.5;12.3;73;186
994;Nantes;1966;10;15.6;21.7;10.5;60;122
995;Nantes;1966;11;9.3;14.0;3.6;88;65
996;Nantes;1966;12;6.0;11.1;1.2;80;62
997;Bordeaux;1966;1;6.0;11.7;0.4;93;96
998;Bordeaux;1966;2;8.7;14.9;3.3;59;85
999;Bordeaux;1966;3;12.7;18.6;8.6;61;134
1000;Bordeaux;1966;4;14.3;20.0;9.9;81;194
1001;Bordeaux;1966;5;18.2;24.0;12.8;91;238
1002;Bordeaux;1966;6;19.7;24.9;15.1;49;253
1003;Bordeaux;1966;7;21.5;26.4;17.4;34;214
1004;Bordeaux;1966;8;22.3;28.4;17.5;38;268
1005;Bordeaux;1966;9;19.2;24.5;14.0;92;158
1006;Bordeaux;1966;10;14.8;20.5;9.7;110;146
1007;Bordeaux;1966;11;10.5;16.8;4.8;103;71
1008;Bordeaux;1966;12;7.7;12.2;2.5;104;61
1009;Marseille;1966;1;8.6;13.9;3.1;43;175
1010;Marseille;1966;2;9.9;14.8;4.2;41;163
1011;Marseille;1966;3;12.5;18.4;6.7;28;215
1012;Marseille;1966;4;15.4;21.7;10.7;44;243
1013;Marseille;1966;5;18.8;25.2;13.5;32;281
1014;Marseille;1966;6;24.1;30.3;20.0;20;266
1015;Marseille;1966;7;26.0;32.1;21.0;7;299
1016;Marseille;1966;8;26.1;31.6;20.6;14;354
1017;Marseille;1966;9;22.6;27.4;16.7;36;216
1018;Marseille;1966;10;17.7;23.8;12.8;92;208
1019;Marseille;1966;11;12.0;16.8;7.1;58;139
1020;Marseille;1966;12;8.9;14.9;3.8;66;106
1021;Lille;1967;1;4.6;9.7;0.4;42;49
1022;Lille;1967;2;3.3;8.5;-0.8;37;79
1023;Lille;1967;3;7.5;13.8;3.0;56;105
1024;Lille;1967;4;11.3;17.1;6.4;48;132
1025;Lille;1967;5;13.8;18.9;8.3;59;204
1026;Lille;1967;6;19.0;24.8;14.3;47;221
1027;Lille;1967;7;20.5;27.0;14.8;77;175
1028;Lille;1967;8;19.6;25.9;15.4;43;185
1029;Lille;1967;9;16.8;22.5;11.9;50;149
1030;Lille;1967;10;12.0;18.1;7.9;61;101
1031;Lille;1967;11;6.5;12.4;2.4;61;46
1032;Lille;1967;12;4.6;10.2;-0.7;61;41
1033;Paris;1967;1;4.6;9.4;-0.7;57;52
1034;Paris;1967;2;6.2;10.7;0.3;49;85
1035;Paris;1967;3;8.2;14.5;3.2;49;144
1036;Paris;1967;4;12.5;18.3;7.3;47;140
1037;Paris;1967;5;16.7;23.0;11.1;55;235
1038;Paris;1967;6;17.5;22.5;11.8;69;169
1039;Paris;1967;7;20.9;26.5;15.6;56;221
1040;Paris;1967;8;21.7;28.1;16.2;63;239
1041;Paris;1967;9;18.7;25.2;14.6;61;181
1042;Paris;1967;10;12.4;17.0;6.6;44;124
1043;Paris;1967;11;9.9;15.2;5.4;39;56
1044;Paris;1967;12;4.7;11.0;0.3;55;50
1045;Nantes;1967;1;5.1;11.3;-0.0;96;90
1046;Nantes;1967;2;6.9;12.5;2.4;60;89
1047;Nantes;1967;3;8.2;14.6;3.3;72;116
1048;Nantes;1967;4;12.6;17.2;6.9;59;204
1049;Nantes;1967;5;13.9;18.6;9.0;71;200
1050;Nantes;1967;6;17.8;23.1;12.7;55;210
1051;Nantes;1967;7;21.3;27.6;17.0;35;264
1052;Nantes;1967;8;21.4;27.1;15.9;41;214
1053;Nantes;1967;9;17.2;21.8;11.4;45;177
1054;Nantes;1967;10;13.5;18.9;7.6;96;105
1055;Nantes;1967;11;10.4;16.9;5.5;86;66
1056;Nantes;1967;12;8.0;12.9;2.2;105;73
1057;Bordeaux;1967;1;8.7;14.9;4.1;73;81
1058;Bordeaux;1967;2;8.7;13.9;2.7;66;100
1059;Bordeaux;1967;3;11.9;17.4;6.1;68;122
1060;Bordeaux;1967;4;13.6;18.5;9.2;67;183
1061;Bordeaux;1967;5;16.4;21.7;11.5;77;187
1062;Bordeaux;1967;6;20.5;26.5;15.0;69;193
1063;Bordeaux;1967;7;23.0;27.5;17.8;50;293
1064;Bordeaux;1967;8;23.2;29.6;18.4;47;212
1065;Bordeaux;1967;9;19.5;24.4;14.5;69;205
1066;Bordeaux;1967;10;13.8;19.5;8.9;70;114
1067;Bordeaux;1967;11;8.9;15.4;3.7;87;76
1068;Bordeaux;1967;12;7.8;12.6;3.3;106;64
1069;Marseille;1967;1;8.0;13.1;3.3;43;136
1070;Marseille;1967;2;10.0;16.2;4.4;47;132
1071;Marseille;1967;3;13.0;18.0;8.3;48;246
1072;Marseille;1967;4;15.2;21.4;11.1;39;253
1073;Marseille;1967;5;19.0;24.9;14.2;21;307
1074;Marseille;1967;6;23.5;29.0;18.6;16;382
1075;Marseille;1967;7;26.4;31.6;21.9;7;385
1076;Marseille;1967;8;26.8;31.8;20.9;20;340
1077;Marseille;1967;9;23.3;28.9;18.8;55;296
1078;Marseille;1967;10;16.7;21.4;12.0;77;160
1079;Marseille;1967;11;13.6;19.9;8.1;82;115
1080;Marseille;1967;12;9.3;15.5;3.7;69;121
1081;Lille;1968;1;3.9;9.3;-1.6;50;61
1082;Lille;1968;2;2.5;7.8;-2.5;35;59
1083;Lille;1968;3;6.4;11.4;1.8;44;106
1084;Lille;1968;4;10.7;16.9;5.8;56;146
1085;Lille;1968;5;14.5;20.9;8.7;53;197
1086;Lille;1968;6;18.7;24.2;14.1;70;186
1087;Lille;1968;7;19.5;24.5;13.8;82;161
1088;Lille;1968;8;21.2;25.8;16.6;45;206
1089;Lille;1968;9;16.4;22.5;11.3;40;134
1090;Lille;1968;10;11.8;16.5;7.4;78;87
1091;Lille;1968;11;6.1;11.8;0.2;59;58
1092;Lille;1968;12;5.7;10.5;1.6;74;33
1093;Paris;1968;1;5.1;10.9;0.3;54;61
1094;Paris;1968;2;6.4;12.7;2.2;47;73
1095;Paris;1968;3;9.8;15.7;3.9;38;111
1096;Paris;1968;4;11.6;17.3;7.3;41;177
1097;Paris;1968;5;17.6;22.3;13.3;67;174
1098;Paris;1968;6;19.2;25.1;13.6;38;229
1099;Paris;1968;7;20.9;26.5;16.7;49;176
1100;Paris;1968;8;21.8;26.4;16.9;50;247
1101;Paris;1968;9;16.3;21.4;11.2;45;132
1102;Paris;1968;10;12.6;19.0;6.7;76;98
1103;Paris;1968;11;9.9;15.2;4.0;40;52
1104;Paris;1968;12;5.4;11.5;0.2;57;40
1105;Nantes;1968;1;5.9;12.2;0.8;70;85
1106;Nantes;1968;2;6.9;12.9;1.5;68;99
1107;Nantes;1968;3;10.1;14.9;5.4;47;171
1108;Nantes;1968;4;12.0;18.4;6.9;61;145
1109;Nantes;1968;5;16.9;22.7;11.0;46;209
1110;Nantes;1968;6;17.9;24.4;13.0;56;183
1111;Nantes;1968;7;20.6;26.6;14.6;45;198
1112;Nantes;1968;8;19.7;24.4;15.0;31;221
1113;Nantes;1968;9;17.3;22.1;11.5;57;155
1114;Nantes;1968;10;13.4;18.4;8.3;90;120
1115;Nantes;1968;11;9.5;14.4;4.4;76;82
1116;Nantes;1968;12;7.1;11.7;2.1;82;64
1117;Bordeaux;1968;1;7.7;14.0;2.0;91;71
1118;Bordeaux;1968;2;7.9;12.9;2.2;49;97
1119;Bordeaux;1968;3;11.6;17.9;5.8;58;152
1120;Bordeaux;1968;4;14.7;19.4;10.3;51;187
1121;Bordeaux;1968;5;17.4;22.6;11.7;85;209
1122;Bordeaux;1968;6;21.6;27.9;16.9;57;232
1123;Bordeaux;1968;7;22.8;28.1;18.2;41;262
1124;Bordeaux;1968;8;23.3;28.2;18.2;49;212
1125;Bordeaux;1968;9;18.2;24.0;14.2;71;205
1126;Bordeaux;1968;10;14.2;19.1;9.6;82;118
1127;Bordeaux;1968;11;10.3;15.5;4.5;76;95
1128;Bordeaux;1968;12;6.9;13.0;2.1;101;70
1129;Marseille;1968;1;7.9;12.6;2.9;55;156
1130;Marseille;1968;2;8.6;13.6;2.8;32;165
1131;Marseille;1968;3;12.8;18.7;8.8;50;205
1132;Marseille;1968;4;14.2;19.2;9.7;42;246
1133;Marseille;1968;5;18.7;23.3;13.2;28;230
1134;Marseille;1968;6;23.2;28.0;17.3;14;295
1135;Marseille;1968;7;26.5;32.8;22.5;8;426
1136;Marseille;1968;8;26.0;32.1;20.4;13;317
1137;Marseille;1968;9;22.4;28.0;17.1;49;293
1138;Marseille;1968;10;18.1;23.3;12.8;81;176
1139;Marseille;1968;11;12.8;18.2;7.8;55;143
1140;Marseille;1968;12;9.5;14.6;4.4;43;104
1141;Lille;1969;1;4.1;10.1;-0.1;60;45
1142;Lille;1969;2;3.1;8.3;-2.1;46;73
1143;Lille;1969;3;7.9;13.8;2.9;50;95
1144;Lille;1969;4;10.5;15.4;5.9;42;149
1145;Lille;1969;5;14.8;20.8;9.0;53;177
1146;Lille;1969;6;17.8;22.7;13.3;44;219
1147;Lille;1969;7;19.9;24.9;14.6;50;193
1148;Lille;1969;8;20.8;27.3;15.5;67;167
1149;Lille;1969;9;17.5;23.4;12.8;70;121
1150;Lille;1969;10;11.8;16.9;6.9;70;86
1151;Lille;1969;11;6.9;12.4;0.9;73;45
1152;Lille;1969;12;4.0;9.5;-0.5;72;40
1153;Paris;1969;1;6.4;12.7;2.3;65;51
1154;Paris;1969;2;6.1;12.5;0.5;45;90
1155;Paris;1969;3;10.7;15.5;5.8;53;139
1156;Paris;1969;4;12.8;17.4;7.9;49;140
1157;Paris;1969;5;17.2;22.2;12.9;62;167
1158;Paris;1969;6;19.6;25.4;13.9;66;218
1159;Paris;1969;7;22.8;29.2;16.9;46;203
1160;Paris;1969;8;22.0;26.7;16.4;56;192
1161;Paris;1969;9;16.7;22.8;12.1;48;132
1162;Paris;1969;10;14.7;21.0;9.8;50;109
1163;Paris;1969;11;8.6;14.0;3.2;66;68
1164;Paris;1969;12;4.8;9.6;-0.8;43;52
1165;Nantes;1969;1;7.2;13.5;1.4;72;63
1166;Nantes;1969;2;7.0;12.4;3.0;61;104
1167;Nantes;1969;3;8.5;14.7;2.6;78;147
1168;Nantes;1969;4;11.3;17.3;5.5;63;181
1169;Nantes;1969;5;14.9;20.5;9.9;71;193
1170;Nantes;1969;6;18.8;24.8;14.8;41;244
1171;Nantes;1969;7;20.9;27.1;15.6;42;248
1172;Nantes;1969;8;21.2;27.2;16.4;43;190
1173;Nantes;1969;9;18.2;23.9;12.7;69;131
1174;Nantes;1969;10;15.4;21.4;10.5;106;125
1175;Nantes;1969;11;8.1;14.1;2.6;93;80
1176;Nantes;1969;12;6.7;12.5;1.9;71;58
1177;Bordeaux;1969;1;7.3;13.8;2.0;85;68
1178;Bordeaux;1969;2;9.1;13.9;4.2;75;78
1179;Bordeaux;1969;3;11.6;17.8;7.3;79;166
1180;Bordeaux;1969;4;14.0;19.8;9.9;76;144
1181;Bordeaux;1969;5;17.0;22.8;11.5;68;243
1182;Bordeaux;1969;6;19.9;24.9;14.9;49;248
1183;Bordeaux;1969;7;22.8;27.4;17.2;54;219
1184;Bordeaux;1969;8;21.4;26.3;15.5;53;298
1185;Bordeaux;1969;9;18.2;23.7;12.7;92;195
1186;Bordeaux;1969;10;13.3;19.2;7.7;78;127
1187;Bordeaux;1969;11;10.0;14.7;5.3;75;79
1188;Bordeaux;1969;12;7.0;11.8;1.3;69;57
1189;Marseille;1969;1;8.6;14.9;2.6;62;122
1190;Marseille;1969;2;10.5;15.6;5.8;30;161
1191;Marseille;1969;3;12.5;18.8;7.7;43;194
1192;Marseille;1969;4;15.6;21.4;10.1;29;207
1193;Marseille;1969;5;20.3;25.6;16.3;29;289
1194;Marseille;1969;6;23.1;29.3;18.1;14;377
1195;Marseille;1969;7;28.1;34.1;23.1;4;387
1196;Marseille;1969;8;24.3;30.3;20.0;15;365
1197;Marseille;1969;9;22.2;27.8;16.7;44;286
1198;Marseille;1969;10;18.2;24.5;13.7;71;200
1199;Marseille;1969;11;13.4;18.9;8.6;84;109
1200;Marseille;1969;12;8.9;14.1;3.0;50;138
1201;Lille;1970;1;4.3;9.3;-0.8;56;49
1202;Lille;1970;2;5.3;11.1;1.3;31;60
1203;Lille;1970;3;7.6;12.2;3.5;44;125
1204;Lille;1970;4;11.4;16.1;5.9;41;174
1205;Lille;1970;5;14.6;20.5;8.8;57;185
1206;Lille;1970;6;17.6;23.2;11.8;65;197
1207;Lille;1970;7;19.5;24.8;13.9;70;175
1208;Lille;1970;8;19.0;23.6;14.4;51;165
1209;Lille;1970;9;15.9;20.6;11.5;62;142
1210;Lille;1970;10;12.2;17.8;7.8;64;92
1211;Lille;1970;11;7.3;12.9;2.1;62;51
1212;Lille;1970;12;5.9;12.1;1.4;68;35
1213;Paris;1970;1;5.1;10.7;1.0;54;50
1214;Paris;1970;2;6.7;12.3;1.8;54;80
1215;Paris;1970;3;9.0;15.0;3.4;56;107
1216;Paris;1970;4;12.5;18.2;8.0;60;166
1217;Paris;1970;5;16.2;21.1;11.4;69;171
1218;Paris;1970;6;18.0;24.1;13.2;49;237
1219;Paris;1970;7;21.9;26.7;15.9;64;251
1220;Paris;1970;8;20.5;25.5;15.7;59;191
1221;Paris;1970;9;16.9;22.5;12.0;70;167
1222;Paris;1970;10;13.6;18.4;8.6;47;124
1223;Paris;1970;11;8.1;13.2;3.5;50;75
1224;Paris;1970;12;4.7;11.1;-0.6;50;55
1225;Nantes;1970;1;7.2;12.8;1.6;75;91
1226;Nantes;1970;2;7.4;13.8;2.6;72;77
1227;Nantes;1970;3;9.9;15.6;5.7;79;147
1228;Nantes;1970;4;12.0;17.5;6.9;47;197
1229;Nantes;1970;5;16.7;21.9;12.6;50;174
1230;Nantes;1970;6;18.4;23.5;12.5;36;186
1231;Nantes;1970;7;22.2;28.5;17.3;40;271
1232;Nantes;1970;8;21.1;26.3;16.5;52;191
1233;Nantes;1970;9;17.1;22.2;12.0;73;156
1234;Nantes;1970;10;13.3;17.9;8.6;86;110
1235;Nantes;1970;11;9.1;15.1;4.4;88;79
1236;Nantes;1970;12;8.0;13.4;4.0;102;61
1237;Bordeaux;1970;1;5.6;11.4;0.7;80;74
1238;Bordeaux;1970;2;8.5;13.1;3.7;76;94
1239;Bordeaux;1970;3;11.9;17.5;6.5;58;170
1240;Bordeaux;1970;4;13.8;19.5;9.5;76;165
1241;Bordeaux;1970;5;17.2;23.3;12.0;49;201
1242;Bordeaux;1970;6;19.9;25.5;14.3;44;202
1243;Bordeaux;1970;7;23.6;30.0;18.1;46;255
1244;Bordeaux;1970;8;22.6;27.9;16.8;60;202
1245;Bordeaux;1970;9;18.3;23.6;13.3;52;176
1246;Bordeaux;1970;10;15.1;21.5;10.5;75;108
1247;Bordeaux;1970;11;10.0;14.7;5.6;83;77
1248;Bordeaux;1970;12;7.1;13.4;1.6;104;70
1249;Marseille;1970;1;9.6;15.7;3.7;58;161
1250;Marseille;1970;2;8.2;14.0;4.0;45;183
1251;Marseille;1970;3;13.7;18.9;8.4;32;175
1252;Marseille;1970;4;14.5;20.4;9.9;40;250
1253;Marseille;1970;5;19.8;25.6;14.5;34;238
1254;Marseille;1970;6;23.9;30.3;18.5;23;369
1255;Marseille;1970;7;28.0;32.7;23.5;5;391
1256;Marseille;1970;8;26.7;31.5;22.4;20;298
1257;Marseille;1970;9;22.7;27.4;17.0;47;207
1258;Marseille;1970;10;18.2;23.4;13.6;63;168
1259;Marseille;1970;11;12.8;18.6;7.5;62;152
1260;Marseille;1970;12;9.8;16.3;4.8;65;137
1261;Lille;1971;1;3.5;9.9;-2.5;64;51
1262;Lille;1971;2;2.6;7.4;-2.1;37;54
1263;Lille;1971;3;8.0;13.0;2.6;34;91
1264;Lille;1971;4;12.3;18.2;6.9;54;153
1265;Lille;1971;5;14.9;20.1;9.9;44;216
1266;Lille;1971;6;18.2;23.9;13.3;53;162
1267;Lille;1971;7;18.2;24.1;13.0;55;201
1268;Lille;1971;8;19.7;24.5;14.0;56;206
1269;Lille;1971;9;14.0;19.5;8.9;69;142
1270;Lille;1971;10;10.9;16.2;5.0;81;103
1271;Lille;1971;11;7.1;12.8;2.8;48;46
1272;Lille;1971;12;5.1;10.2;-0.5;54;33
1273;Paris;1971;1;4.9;11.0;-0.9;46;50
1274;Paris;1971;2;4.8;10.0;-1.0;48;65
1275;Paris;1971;3;9.5;14.9;5.2;51;115
1276;Paris;1971;4;12.6;17.2;8.3;40;175
1277;Paris;1971;5;17.1;22.4;11.8;67;186
1278;Paris;1971;6;18.2;23.6;12.3;45;181
1279;Paris;1971;7;20.4;25.1;14.5;45;179
1280;Paris;1971;8;21.2;26.2;16.8;41;184
1281;Paris;1971;9;16.4;22.4;11.9;54;148
1282;Paris;1971;10;13.2;17.9;7.5;77;100
1283;Paris;1971;11;8.1;14.2;4.0;52;73
1284;Paris;1971;12;6.4;12.7;1.3;66;55
1285;Nantes;1971;1;6.9;12.6;1.3;82;75
1286;Nantes;1971;2;7.8;13.3;2.5;53;78
1287;Nantes;1971;3;9.2;15.6;5.1;71;171
1288;Nantes;1971;4;13.6;18.2;8.6;67;184
1289;Nantes;1971;5;16.6;21.1;11.3;60;182
1290;Nantes;1971;6;20.3;26.7;15.2;34;170
1291;Nantes;1971;7;21.0;27.0;16.2;43;251
1292;Nantes;1971;8;19.9;24.9;15.3;35;224
1293;Nantes;1971;9;17.1;23.5;12.1;74;180
1294;Nantes;1971;10;14.9;20.7;10.4;107;94
1295;Nantes;1971;11;8.8;15.0;3.7;75;63
1296;Nantes;1971;12;6.8;12.0;1.3;104;53
1297;Bordeaux;1971;1;9.1;14.6;4.8;59;90
1298;Bordeaux;1971;2;7.6;13.7;2.0;88;102
1299;Bordeaux;1971;3;11.6;16.8;6.4;50;134
1300;Bordeaux;1971;4;12.8;17.6;8.6;54;146
1301;Bordeaux;1971;5;16.3;20.9;10.3;90;186
1302;Bordeaux;1971;6;19.5;24.6;14.0;44;203
1303;Bordeaux;1971;7;22.7;28.8;17.9;35;291
1304;Bordeaux;1971;8;22.1;28.3;16.3;53;296
1305;Bordeaux;1971;9;19.1;25.4;13.3;57;219
1306;Bordeaux;1971;10;15.1;20.7;11.0;114;117
1307;Bordeaux;1971;11;10.3;15.0;5.9;63;81
1308;Bordeaux;1971;12;7.7;12.7;3.1;75;65
1309;Marseille;1971;1;8.7;14.6;4.5;54;155
1310;Marseille;1971;2;8.6;14.8;2.9;34;161
1311;Marseille;1971;3;13.0;19.0;8.9;32;246
1312;Marseille;1971;4;15.6;20.7;10.8;47;255
1313;Marseille;1971;5;19.4;24.7;14.2;34;293
1314;Marseille;1971;6;24.6;29.2;19.4;18;357
1315;Marseille;1971;7;27.3;33.4;22.9;8;344
1316;Marseille;1971;8;24.8;31.0;20.1;13;343
1317;Marseille;1971;9;22.2;28.5;17.0;40;283
1318;Marseille;1971;10;17.3;22.2;11.5;82;163
1319;Marseille;1971;11;13.2;18.3;8.4;46;143
1320;Marseille;1971;12;9.8;14.8;3.9;57;143
1321;Lille;1972;1;3.5;9.1;-1.1;64;42
1322;Lille;1972;2;5.0;10.2;-0.9;55;79
1323;Lille;1972;3;7.5;13.9;1.6;56;94
1324;Lille;1972;4;10.5;16.7;5.4;44;137
1325;Lille;1972;5;14.1;20.2;8.3;46;149
1326;Lille;1972;6;18.2;23.3;12.7;66;191
1327;Lille;1972;7;20.2;24.7;14.8;80;170
1328;Lille;1972;8;19.4;25.2;13.7;52;189
1329;Lille;1972;9;16.5;22.7;10.9;55;141
1330;Lille;1972;10;11.3;17.0;6.6;59;95
1331;Lille;1972;11;6.8;11.4;2.8;45;58
1332;Lille;1972;12;3.8;9.1;-1.2;43;35
1333;Paris;1972;1;5.5;11.3;0.3;42;51
1334;Paris;1972;2;4.3;10.1;-1.1;38;68
1335;Paris;1972;3;10.2;15.2;5.9;38;142
1336;Paris;1972;4;12.4;18.9;6.6;39;170
1337;Paris;1972;5;16.3;22.8;12.1;70;193
1338;Paris;1972;6;19.1;24.7;13.3;40;176
1339;Paris;1972;7;21.5;26.8;17.2;71;248
1340;Paris;1972;8;20.9;26.4;15.9;57;184
1341;Paris;1972;9;17.7;23.4;11.9;55;175
1342;Paris;1972;10;12.3;16.8;7.4;75;99
1343;Paris;1972;11;8.1;12.7;3.9;59;59
1344;Paris;1972;12;6.4;12.0;0.4;65;52
1345;Nantes;1972;1;7.4;13.5;3.2;89;82
1346;Nantes;1972;2;8.5;13.2;4.5;80;81
1347;Nantes;1972;3;9.2;14.8;3.3;45;145
1348;Nantes;1972;4;12.4;18.0;6.6;49;173
1349;Nantes;1972;5;15.2;20.7;9.4;71;221
1350;Nantes;1972;6;18.5;23.6;12.6;36;252
1351;Nantes;1972;7;20.9;26.1;15.4;45;271
1352;Nantes;1972;8;21.0;26.7;15.7;32;248
1353;Nantes;1972;9;18.7;23.8;13.8;74;162
1354;Nantes;1972;10;12.5;18.3;7.9;79;131
1355;Nantes;1972;11;10.5;16.6;6.4;98;78
1356;Nantes;1972;12;6.4;11.7;1.0;95;75
1357;Bordeaux;1972;1;7.5;12.8;2.0;68;79
1358;Bordeaux;1972;2;8.7;13.4;3.6;88;79
1359;Bordeaux;1972;3;9.8;16.3;5.6;63;168
1360;Bordeaux;1972;4;14.2;19.9;9.6;53;202
1361;Bordeaux;1972;5;16.7;21.7;11.2;88;209
1362;Bordeaux;1972;6;21.5;27.7;15.5;63;253
1363;Bordeaux;1972;7;22.4;28.9;16.8;38;236
1364;Bordeaux;1972;8;21.6;27.6;17.3;44;258
1365;Bordeaux;1972;9;18.8;23.3;14.2;93;162
1366;Bordeaux;1972;10;15.4;20.0;9.6;69;116
1367;Bordeaux;1972;11;10.2;15.0;4.5;99;72
1368;Bordeaux;1972;12;7.7;12.5;2.9;69;72
1369;Marseille;1972;1;8.8;13.4;4.2;43;141
1370;Marseille;1972;2;8.8;13.8;3.5;49;147
1371;Marseille;1972;3;12.6;17.7;7.7;47;247
1372;Marseille;1972;4;15.9;20.8;10.3;44;264
1373;Marseille;1972;5;19.5;25.3;14.9;22;322
1374;Marseille;1972;6;23.3;28.9;19.1;22;347
1375;Marseille;1972;7;27.5;32.2;21.9;6;322
1376;Marseille;1972;8;26.1;31.2;20.2;12;402
1377;Marseille;1972;9;22.1;28.5;17.7;46;272
1378;Marseille;1972;10;18.4;23.9;13.8;71;174
1379;Marseille;1972;11;12.5;17.7;7.0;83;128
1380;Marseille;1972;12;10.2;14.9;5.4;49;154
1381;Lille;1973;1;3.6;9.5;-0.7;48;44
1382;Lille;1973;2;4.5;9.0;-0.2;46;75
1383;Lille;1973;3;7.4;13.6;2.1;39;134
1384;Lille;1973;4;11.3;17.6;5.5;41;128
1385;Lille;1973;5;15.0;21.3;10.6;39;202
1386;Lille;1973;6;18.9;25.2;13.9;53;199
1387;Lille;1973;7;19.4;25.3;14.7;83;178
1388;Lille;1973;8;19.5;25.6;13.9;49;208
1389;Lille;1973;9;16.2;21.3;10.4;49;135
1390;Lille;1973;10;11.2;15.9;5.3;56;92
1391;Lille;1973;11;7.2;13.2;2.8;57;47
1392;Lille;1973;12;5.2;11.3;0.8;75;37
1393;Paris;1973;1;6.0;10.5;1.1;57;52
1394;Paris;1973;2;6.4;11.9;2.3;40;89
1395;Paris;1973;3;9.1;15.1;5.0;56;121
1396;Paris;1973;4;13.8;18.8;9.4;58;177
1397;Paris;1973;5;15.5;20.8;11.3;42;206
1398;Paris;1973;6;18.3;23.5;13.0;52;214
1399;Paris;1973;7;22.4;28.7;16.9;45;179
1400;Paris;1973;8;21.7;26.9;17.5;53;220
1401;Paris;1973;9;17.2;23.7;11.7;49;165
1402;Paris;1973;10;14.1;19.5;9.2;57;126
1403;Paris;1973;11;8.5;13.3;2.7;51;52
1404;Paris;1973;12;6.8;11.6;2.4;71;59
1405;Nantes;1973;1;7.2;12.6;3.1;68;80
1406;Nantes;1973;2;7.9;14.4;2.2;59;97
1407;Nantes;1973;3;10.3;15.2;4.9;76;171
1408;Nantes;1973;4;12.9;18.2;8.5;48;144
1409;Nantes;1973;5;16.0;21.1;11.5;48;180
1410;Nantes;1973;6;19.7;25.9;15.4;56;228
1411;Nantes;1973;7;21.5;26.2;17.1;50;211
1412;Nantes;1973;8;21.3;26.4;16.4;46;192
1413;Nantes;1973;9;18.1;23.2;13.8;44;153
1414;Nantes;1973;10;14.3;20.1;8.9;98;127
1415;Nantes;1973;11;9.7;16.2;4.7;101;82
1416;Nantes;1973;12;8.0;12.7;2.4;92;64
1417;Bordeaux;1973;1;7.5;13.6;3.2;84;98
1418;Bordeaux;1973;2;8.9;15.3;3.9;50;77
1419;Bordeaux;1973;3;11.0;15.6;5.9;54;135
1420;Bordeaux;1973;4;14.3;20.1;9.9;59;191
1421;Bordeaux;1973;5;17.3;22.5;12.2;91;204
1422;Bordeaux;1973;6;20.9;26.4;16.2;59;245
1423;Bordeaux;1973;7;22.8;28.0;18.8;39;299
1424;Bordeaux;1973;8;22.9;28.0;18.5;55;215
1425;Bordeaux;1973;9;18.5;24.1;13.4;54;221
1426;Bordeaux;1973;10;15.4;20.4;9.9;76;109
1427;Bordeaux;1973;11;9.2;14.3;5.2;81;90
1428;Bordeaux;1973;12;7.8;14.2;2.7;81;74
1429;Marseille;1973;1;8.6;14.2;4.5;53;152
1430;Marseille;1973;2;9.9;16.3;5.5;32;172
1431;Marseille;1973;3;12.7;18.3;6.9;43;183
1432;Marseille;1973;4;14.4;20.6;9.8;30;187
1433;Marseille;1973;5;19.1;23.8;13.7;22;289
1434;Marseille;1973;6;23.6;29.8;17.8;22;283
1435;Marseille;1973;7;26.6;32.8;20.8;6;405
1436;Marseille;1973;8;25.8;31.5;20.1;12;369
1437;Marseille;1973;9;21.6;27.4;16.1;52;217
1438;Marseille;1973;10;18.2;24.2;12.4;86;203
1439;Marseille;1973;11;12.9;18.6;8.3;61;109
1440;Marseille;1973;12;9.4;15.0;3.8;68;126
1441;Lille;1974;1;4.6;9.4;-1.1;62;62
1442;Lille;1974;2;4.3;9.7;-1.2;37;58
1443;Lille;1974;3;7.2;13.5;1.2;54;131
1444;Lille;1974;4;11.4;16.1;5.5;34;144
1445;Lille;1974;5;15.3;20.2;11.0;68;185
1446;Lille;1974;6;18.6;24.6;14.1;62;199
1447;Lille;1974;7;20.8;25.4;16.7;55;149
1448;Lille;1974;8;20.0;25.1;14.3;57;161
1449;Lille;1974;9;16.1;21.2;10.5;73;141
1450;Lille;1974;10;12.2;16.9;7.7;66;83
1451;Lille;1974;11;7.1;12.4;2.2;62;44
1452;Lille;1974;12;3.9;9.5;-0.9;74;46
1453;Paris;1974;1;5.4;10.6;-0.1;58;65
1454;Paris;1974;2;5.6;11.6;1.3;38;67
1455;Paris;1974;3;8.9;15.3;4.5;44;105
1456;Paris;1974;4;11.9;17.7;6.7;63;143
1457;Paris;1974;5;16.7;22.2;11.8;45;170
1458;Paris;1974;6;20.7;26.9;16.2;63;215
1459;Paris;1974;7;21.9;27.3;17.8;52;207
1460;Paris;1974;8;20.9;27.2;16.2;56;187
1461;Paris;1974;9;18.6;25.0;13.9;71;174
1462;Paris;1974;10;12.9;19.4;7.7;67;108
1463;Paris;1974;11;8.0;14.4;2.5;45;69
1464;Paris;1974;12;4.8;10.5;-1.1;49;45
1465;Nantes;1974;1;6.9;12.1;0.9;73;89
1466;Nantes;1974;2;8.3;13.2;4.2;60;90
1467;Nantes;1974;3;9.4;13.9;5.2;49;145
1468;Nantes;1974;4;13.0;17.6;7.4;43;158
1469;Nantes;1974;5;14.1;20.0;8.5;63;217
1470;Nantes;1974;6;18.8;24.2;14.4;46;225
1471;Nantes;1974;7;21.4;27.7;16.9;39;279
1472;Nantes;1974;8;21.3;25.8;15.4;55;189
